client_id,age,gender,geography,tenure_years,credit_score,salary_monthly_rub,balance_rub,n_products,has_credit_card,is_active_member,tx_count_90d,turnover_outflow_90d,tx_count_30d,turnover_outflow_30d,turnover_outflow_60d_prev,days_since_last_tx,inflow_30d,inflow_60d_prev,sessions_30d,sessions_60d_prev,days_since_last_login,unsubscribe_count_90d,support_tickets_30d,push_received_90d,push_opened_90d,turnover_drop_30d_vs_60d_pct,sessions_drop_30d_vs_60d_pct,push_open_rate_90d,inflow_drop_pct,churned_in_next_28d,already_churned_at_snapshot
7797,18,M,Регион,8,808,72595,0,1,1,0,49.0,132233.0,21.0,77492.0,32609.0,1,177505.0,64302.0,11.0,16.0,0,0.0,0.0,29.0,13.0,-1.3763991536078997,0.3125,0.4482758620689655,-1.7604895648657894,0,0
7798,56,F,Москва,7,608,42228,15883,1,1,0,112.0,262939.0,48.0,97347.0,82061.0,0,397612.0,20455.0,21.0,29.0,1,0.0,0.0,29.0,12.0,-0.18627606292879687,0.27586206896551724,0.41379310344827586,-18.438376924957222,0,0
7799,49,M,Москва,4,579,34552,58957,1,1,1,77.0,342215.0,30.0,128438.0,147636.0,0,18379.0,86822.0,23.0,29.0,0,0.0,0.0,29.0,14.0,0.13003603457151372,0.20689655172413793,0.4827586206896552,0.7883140217917117,0,0
7800,46,M,Регион,7,470,39657,0,2,1,0,95.0,244753.0,34.0,78219.0,71070.0,2,290840.0,146152.0,14.0,10.0,2,0.0,0.0,29.0,10.0,-0.10059096665259604,-0.4,0.3448275862068966,-0.9899830313646067,0,0
7801,42,M,Санкт-Петербург,4,540,30000,154682,1,0,0,92.0,320748.0,40.0,165770.0,66686.0,0,65642.0,96636.0,21.0,27.0,0,0.0,0.0,29.0,11.0,-1.4858291095582281,0.2222222222222222,0.3793103448275862,0.3207293348234612,0,0
7802,18,F,Регион,7,618,48845,69266,3,1,0,26.0,103120.0,0.0,0.0,12890.0,40,0.0,0.0,0.0,8.0,38,1.0,0.0,21.0,7.0,1.0,1.0,0.3333333333333333,0.0,0,1
7803,29,M,Санкт-Петербург,9,444,53761,21334,1,0,0,71.0,205291.0,25.0,73550.0,75997.0,0,0.0,30513.0,15.0,12.0,1,0.0,0.0,29.0,10.0,0.0321986394199771,-0.25,0.3448275862068966,1.0,0,0
7804,35,M,Регион,4,542,103889,614072,3,0,1,97.0,328180.0,27.0,191574.0,80861.0,4,0.0,573846.0,58.0,54.0,0,0.0,0.0,29.0,13.0,-1.3691767353854145,-0.07407407407407407,0.4482758620689655,1.0,1,0
7805,25,M,Москва,7,642,79585,0,1,1,1,85.0,207357.0,33.0,57066.0,78409.0,1,341540.0,49572.0,47.0,43.0,0,0.0,0.0,29.0,18.0,0.2722008953053859,-0.09302325581395349,0.6206896551724138,-5.889776486726378,0,0
7806,18,F,Регион,6,739,126535,322614,3,0,1,210.0,631702.0,79.0,231909.0,248435.0,0,1004666.0,1404891.0,66.0,51.0,1,0.0,0.0,29.0,15.0,0.06652041781552519,-0.29411764705882354,0.5172413793103449,0.2848797522370063,0,0
7807,26,F,Москва,0,578,64044,26522,1,1,0,66.0,157430.0,16.0,29097.0,92472.0,0,156518.0,274308.0,29.0,29.0,2,0.0,0.0,29.0,14.0,0.6853425901894628,0.0,0.4827586206896552,0.4294078189480438,0,0
7808,39,M,Регион,0,663,34660,61587,1,0,0,68.0,190078.0,20.0,39357.0,96673.0,1,39899.0,83618.0,29.0,29.0,1,0.0,0.0,29.0,14.0,0.5928852937221355,0.0,0.4827586206896552,0.5228419718242484,0,0
7809,39,F,Москва,2,836,170147,327396,1,1,1,161.0,465579.0,49.0,115005.0,161246.0,0,779547.0,889608.0,53.0,39.0,1,0.0,0.0,29.0,14.0,0.28677300522183496,-0.358974358974359,0.4827586206896552,0.12371853670380661,0,0
7810,49,M,Регион,2,469,49458,40136,1,0,1,138.0,342763.0,40.0,96361.0,134405.0,1,199537.0,391044.0,38.0,37.0,0,0.0,0.0,29.0,18.0,0.28305494587254937,-0.02702702702702703,0.6206896551724138,0.4897326132097667,0,0
7811,63,M,Регион,2,759,30000,98116,2,1,0,102.0,309115.0,32.0,79166.0,159326.0,0,149493.0,46705.0,17.0,15.0,1,0.0,0.0,29.0,5.0,0.5031193904321957,-0.13333333333333333,0.1724137931034483,-2.2007922064018843,0,0
7812,46,F,Регион,10,688,68335,91258,3,1,1,99.0,273883.0,21.0,46846.0,113486.0,11,184193.0,258238.0,14.0,54.0,11,0.0,0.0,27.0,8.0,0.5872089949421074,0.7407407407407407,0.2962962962962963,0.2867316196686777,0,1
7813,36,F,Санкт-Петербург,6,777,30000,5793,1,1,1,84.0,311251.0,31.0,161848.0,61015.0,0,34674.0,47115.0,53.0,61.0,1,0.0,0.0,29.0,18.0,-1.652593624518561,0.13114754098360656,0.6206896551724138,0.2640560331104744,0,0
7814,60,M,Санкт-Петербург,0,747,56910,90898,1,0,0,109.0,370501.0,36.0,97905.0,130921.0,0,343028.0,0.0,25.0,27.0,0,0.0,0.0,29.0,11.0,0.25218261394275937,0.07407407407407407,0.3793103448275862,0.0,0,0
7815,19,F,Регион,9,584,45018,0,1,1,0,43.0,110166.0,5.0,9708.0,39499.0,13,0.0,118508.0,4.0,8.0,19,1.0,1.0,27.0,4.0,0.7542216258639459,0.5,0.14814814814814814,1.0,0,1
7816,18,M,Санкт-Петербург,3,650,81979,0,3,0,1,120.0,374087.0,16.0,22480.0,156242.0,4,199933.0,526669.0,18.0,35.0,4,0.0,0.0,28.0,14.0,0.8561206333764289,0.4857142857142857,0.5,0.6203820615984613,0,1
7817,27,F,Регион,10,504,106098,41632,1,0,0,72.0,277792.0,22.0,66375.0,121274.0,0,0.0,259781.0,18.0,16.0,3,0.0,0.0,29.0,6.0,0.45268565397364646,-0.125,0.20689655172413793,1.0,1,0
7818,48,F,Москва,2,598,49273,0,1,1,1,161.0,480848.0,56.0,203840.0,165525.0,0,138681.0,237417.0,34.0,41.0,1,0.0,0.0,29.0,15.0,-0.23147560791421234,0.17073170731707318,0.5172413793103449,0.41587586398615095,0,0
7819,40,F,Санкт-Петербург,0,653,47208,37189,1,1,1,131.0,294565.0,25.0,41539.0,95303.0,5,265293.0,389821.0,9.0,33.0,12,1.0,0.0,29.0,12.0,0.5641375402663085,0.7272727272727273,0.41379310344827586,0.31944918308659614,1,0
7820,24,M,Москва,1,680,94362,52463,1,1,1,118.0,417955.0,47.0,158675.0,138830.0,0,184505.0,197168.0,32.0,31.0,0,0.0,0.0,29.0,17.0,-0.14294460851400995,-0.03225806451612903,0.5862068965517241,0.06422441775541671,0,0
7821,29,F,Регион,4,729,37795,204499,1,1,1,93.0,295751.0,29.0,116679.0,63370.0,0,74869.0,110836.0,36.0,32.0,0,0.0,0.0,29.0,18.0,-0.8412340224080795,-0.125,0.6206896551724138,0.3245064780396261,0,0
7822,23,F,Москва,10,808,62236,50423,2,0,0,59.0,190286.0,22.0,61216.0,47966.0,4,39502.0,145726.0,35.0,23.0,0,0.0,0.0,29.0,7.0,-0.27623733477880164,-0.5217391304347826,0.2413793103448276,0.7289296350685533,0,0
7823,23,M,Санкт-Петербург,6,606,82859,112635,1,0,1,198.0,495436.0,65.0,98298.0,193250.0,0,485373.0,226886.0,34.0,38.0,0,0.0,0.0,29.0,18.0,0.4913428201811125,0.10526315789473684,0.6206896551724138,-1.139281401232337,0,0
7824,57,M,Регион,1,764,37259,125663,3,1,1,128.0,261786.0,44.0,91377.0,77426.0,0,121153.0,190693.0,16.0,28.0,0,0.0,0.0,29.0,22.0,-0.1801849507917237,0.42857142857142855,0.7586206896551724,0.3646699144698547,0,0
7825,36,F,Санкт-Петербург,3,677,49992,51582,2,1,1,176.0,546785.0,62.0,182180.0,185454.0,0,218449.0,259916.0,54.0,52.0,1,0.0,0.0,29.0,22.0,0.0176539734920789,-0.038461538461538464,0.7586206896551724,0.15954000523245973,0,0
7826,59,M,Регион,5,519,63611,316693,1,0,1,107.0,304754.0,34.0,100224.0,102642.0,2,24987.0,202115.0,52.0,56.0,1,0.0,0.0,29.0,18.0,0.023557607996726487,0.07142857142857142,0.6206896551724138,0.8763723622690053,0,0
7827,27,F,Москва,5,635,133044,62940,1,1,1,174.0,404408.0,42.0,83407.0,201785.0,3,1356388.0,1092941.0,23.0,53.0,3,0.0,2.0,28.0,18.0,0.5866541120499542,0.5660377358490566,0.6428571428571429,-0.24104411857547664,0,1
7828,44,M,Санкт-Петербург,9,662,30000,50347,1,1,1,90.0,304910.0,34.0,121153.0,118664.0,0,58686.0,105981.0,29.0,27.0,0,0.0,1.0,29.0,17.0,-0.02097519045371806,-0.07407407407407407,0.5862068965517241,0.44625923514592236,0,0
7829,41,F,Санкт-Петербург,0,566,54747,371700,2,1,0,52.0,126174.0,15.0,25347.0,35629.0,1,186103.0,150700.0,23.0,20.0,0,0.0,0.0,29.0,12.0,0.2885851413174661,-0.15,0.41379310344827586,-0.2349236894492369,0,0
7830,49,M,Санкт-Петербург,0,546,134894,116352,2,1,1,82.0,274525.0,30.0,117318.0,61274.0,0,138404.0,628761.0,48.0,53.0,1,0.0,0.0,29.0,19.0,-0.9146456898521396,0.09433962264150944,0.6551724137931034,0.7798782049141089,0,0
7831,41,F,Регион,7,543,107238,5596,1,1,1,196.0,609587.0,66.0,156962.0,279096.0,0,440834.0,387637.0,37.0,28.0,0,0.0,1.0,29.0,17.0,0.43760569839768393,-0.32142857142857145,0.5862068965517241,-0.1372340617639699,0,0
7832,50,F,Москва,1,596,50750,4062,1,1,1,165.0,442855.0,55.0,130072.0,191011.0,0,266634.0,290606.0,30.0,25.0,2,0.0,0.0,29.0,17.0,0.3190339823360958,-0.2,0.5862068965517241,0.08248969394988404,0,0
7833,45,M,Санкт-Петербург,7,564,57366,668056,3,1,1,108.0,330923.0,42.0,176018.0,92310.0,0,102222.0,49479.0,54.0,53.0,1,0.0,0.0,29.0,20.0,-0.9068139963167587,-0.018867924528301886,0.6896551724137931,-1.0659673801006488,0,0
7834,25,F,Москва,3,773,78878,109041,1,0,1,90.0,359374.0,30.0,78573.0,175641.0,0,172691.0,73597.0,22.0,15.0,0,0.0,0.0,29.0,13.0,0.5526500076861325,-0.4666666666666667,0.4482758620689655,-1.3464407516610732,0,0
7835,47,F,Регион,4,405,79864,0,1,0,0,21.0,94207.0,0.0,0.0,14748.0,53,0.0,0.0,0.0,1.0,57,0.0,0.0,13.0,2.0,1.0,1.0,0.15384615384615385,0.0,0,1
7836,37,M,Регион,1,661,136883,6890,1,0,0,16.0,26597.0,0.0,0.0,5076.0,57,0.0,0.0,0.0,1.0,59,0.0,0.0,12.0,4.0,1.0,1.0,0.3333333333333333,0.0,0,1
7837,29,M,Москва,8,703,118051,82825,3,1,1,125.0,368012.0,42.0,133985.0,153325.0,0,479104.0,496768.0,25.0,43.0,1,0.0,0.0,29.0,13.0,0.1261372900701125,0.4186046511627907,0.4482758620689655,0.03555784591600103,0,0
7838,46,F,Санкт-Петербург,2,554,30000,27844,1,1,1,143.0,415008.0,41.0,143828.0,71140.0,0,64636.0,202979.0,53.0,41.0,0,0.0,0.0,29.0,14.0,-1.0217599100365478,-0.2926829268292683,0.4827586206896552,0.6815631173668212,0,0
7839,49,F,Санкт-Петербург,0,627,30000,67595,2,1,0,107.0,395802.0,32.0,163548.0,126384.0,0,121771.0,88998.0,18.0,25.0,0,0.0,0.0,29.0,4.0,-0.29405620964679074,0.28,0.13793103448275862,-0.36824423020742036,0,0
7840,32,M,Регион,6,616,43209,0,2,1,0,92.0,191449.0,26.0,68186.0,55692.0,0,121348.0,94143.0,18.0,10.0,3,0.0,0.0,29.0,9.0,-0.22434101845866553,-0.8,0.3103448275862069,-0.2889752822833349,0,0
7841,34,F,Москва,1,642,30000,69739,1,1,1,141.0,393846.0,36.0,100479.0,177441.0,0,34241.0,93593.0,30.0,28.0,3,0.0,0.0,29.0,14.0,0.4337329027676805,-0.07142857142857142,0.4827586206896552,0.6341499898496682,0,0
7842,21,M,Санкт-Петербург,1,716,131592,0,1,1,1,130.0,337018.0,42.0,69665.0,154101.0,0,347567.0,96255.0,23.0,28.0,1,0.0,0.0,29.0,14.0,0.5479263599846854,0.17857142857142858,0.4827586206896552,-2.61089813516181,0,0
7843,18,M,Регион,2,707,30000,154406,1,1,0,73.0,170219.0,24.0,41905.0,77376.0,0,16102.0,67335.0,21.0,28.0,2,0.0,0.0,29.0,13.0,0.4584238006617039,0.25,0.4482758620689655,0.7608673052647211,0,0
7844,35,F,Санкт-Петербург,7,590,50036,91273,1,1,0,95.0,340972.0,30.0,141261.0,100110.0,0,158785.0,91586.0,20.0,20.0,0,0.0,0.0,29.0,8.0,-0.411057836379982,0.0,0.27586206896551724,-0.7337256785971655,0,0
7845,48,M,Регион,8,500,35500,112188,2,1,0,121.0,357394.0,49.0,165544.0,120287.0,0,297737.0,50614.0,17.0,18.0,0,0.0,0.0,29.0,14.0,-0.3762418216432366,0.05555555555555555,0.4827586206896552,-4.88250286482001,0,0
7846,31,M,Москва,10,667,30000,0,2,0,0,79.0,224385.0,27.0,49127.0,92619.0,0,44114.0,9745.0,12.0,19.0,1,0.0,0.0,29.0,7.0,0.46957967587644006,0.3684210526315789,0.2413793103448276,-3.5268342739866596,0,0
7847,55,F,Регион,10,584,121595,89259,2,1,0,4.0,5538.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,83,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1
7848,36,M,Москва,2,597,42360,126539,3,1,1,182.0,470679.0,55.0,99118.0,163788.0,0,368302.0,618640.0,34.0,31.0,0,0.0,0.0,29.0,14.0,0.39483967079395316,-0.0967741935483871,0.4827586206896552,0.40465860597439546,0,0
7849,36,M,Москва,2,672,188006,89756,3,0,0,133.0,518826.0,44.0,265717.0,158033.0,0,267088.0,1451533.0,4.0,10.0,2,0.0,0.0,29.0,5.0,-0.6814019856612227,0.6,0.1724137931034483,0.8159959160418675,0,0
7850,35,F,Санкт-Петербург,2,606,139141,587149,3,1,0,136.0,394952.0,48.0,102309.0,156971.0,0,668581.0,247654.0,28.0,23.0,0,0.0,0.0,29.0,8.0,0.3482299278210625,-0.21739130434782608,0.27586206896551724,-1.6996575867944794,0,0
7851,50,F,Санкт-Петербург,2,681,59760,71890,2,0,1,121.0,355344.0,44.0,92413.0,135583.0,0,127412.0,72482.0,43.0,38.0,0,0.0,0.0,29.0,12.0,0.3184027496072516,-0.13157894736842105,0.41379310344827586,-0.7578433266190227,0,0
7852,26,F,Регион,0,850,30000,20147,1,0,0,71.0,178202.0,30.0,85724.0,49113.0,2,126388.0,64457.0,18.0,16.0,0,1.0,1.0,29.0,12.0,-0.7454441797487427,-0.125,0.41379310344827586,-0.9608110833578976,1,0
7853,36,F,Москва,6,719,48819,98659,1,1,0,54.0,174957.0,2.0,21552.0,74876.0,29,0.0,154782.0,0.0,4.0,35,1.0,0.0,24.0,8.0,0.7121641113307334,1.0,0.3333333333333333,1.0,0,1
7854,31,M,Москва,0,784,235989,49557,1,1,1,158.0,475872.0,62.0,198442.0,181505.0,0,1276614.0,639024.0,42.0,24.0,0,0.0,0.0,29.0,22.0,-0.0933142337676648,-0.75,0.7586206896551724,-0.9977559528280628,0,0
7855,31,M,Регион,0,701,77414,12458,3,1,0,98.0,236540.0,30.0,76710.0,119839.0,0,61745.0,133962.0,19.0,7.0,2,0.0,0.0,29.0,9.0,0.35989118734301856,-1.7142857142857142,0.3103448275862069,0.5390857108732328,0,0
7856,38,F,Москва,4,658,54156,68495,1,1,1,105.0,281975.0,32.0,77318.0,87563.0,0,187376.0,115329.0,41.0,56.0,0,0.0,0.0,29.0,15.0,0.1170014732249923,0.26785714285714285,0.5172413793103449,-0.6247084428027643,0,0
7857,37,M,Регион,8,703,41487,0,1,1,0,95.0,191609.0,33.0,76416.0,68626.0,1,80806.0,124186.0,29.0,25.0,0,0.0,1.0,29.0,6.0,-0.11351382857808993,-0.16,0.20689655172413793,0.34931473757106274,0,0
7858,51,M,Регион,5,698,101958,0,1,1,0,69.0,174089.0,6.0,15589.0,46845.0,22,78295.0,292070.0,0.0,12.0,35,0.0,1.0,26.0,5.0,0.667221688547337,1.0,0.19230769230769232,0.7319307015441504,0,1
7859,38,F,Москва,4,736,74744,362194,1,1,1,71.0,189737.0,22.0,44818.0,103469.0,0,19103.0,167822.0,46.0,46.0,0,0.0,0.0,29.0,21.0,0.5668461084962646,0.0,0.7241379310344828,0.8861710621968514,0,0
7860,45,F,Регион,2,656,70993,0,3,1,0,19.0,36954.0,0.0,0.0,2544.0,54,0.0,0.0,0.0,1.0,53,0.0,0.0,13.0,2.0,1.0,1.0,0.15384615384615385,0.0,0,1
7861,40,F,Регион,7,519,118381,0,3,1,1,195.0,550290.0,70.0,231555.0,173544.0,0,404000.0,594292.0,20.0,24.0,0,0.0,0.0,29.0,14.0,-0.3342725764071359,0.16666666666666666,0.4827586206896552,0.3201994978899262,0,0
7862,55,M,Регион,3,503,114627,0,1,0,1,109.0,324324.0,36.0,102930.0,113025.0,3,469011.0,238832.0,34.0,19.0,0,0.0,0.0,29.0,23.0,0.08931652289316523,-0.7894736842105263,0.7931034482758621,-0.9637695116232331,0,0
7863,34,M,Москва,10,696,77835,108199,2,0,1,113.0,252646.0,41.0,126206.0,73792.0,0,0.0,269476.0,15.0,29.0,0,0.0,0.0,29.0,20.0,-0.7102937987857763,0.4827586206896552,0.6896551724137931,1.0,0,0
7864,34,M,Санкт-Петербург,1,537,30000,0,2,1,0,45.0,101228.0,8.0,32284.0,28808.0,18,0.0,45582.0,5.0,29.0,23,0.0,0.0,26.0,5.0,-0.1206609275201333,0.8275862068965517,0.19230769230769232,1.0,0,1
7865,47,F,Регион,8,719,33210,0,1,1,0,58.0,146107.0,8.0,26090.0,66846.0,14,36438.0,83151.0,3.0,18.0,20,1.0,0.0,26.0,8.0,0.6096999072494989,0.8333333333333334,0.3076923076923077,0.5617851859869394,0,1
7866,34,M,Санкт-Петербург,7,784,41359,72266,1,1,0,61.0,235720.0,20.0,73106.0,107096.0,0,44493.0,13650.0,30.0,26.0,0,0.0,0.0,29.0,11.0,0.3173788003286771,-0.15384615384615385,0.3793103448275862,-2.2595604395604396,0,0
7867,44,M,Москва,4,628,58550,0,1,0,0,74.0,244487.0,28.0,118186.0,71531.0,0,174054.0,93110.0,18.0,28.0,0,0.0,0.0,29.0,14.0,-0.6522346954467294,0.35714285714285715,0.4827586206896552,-0.8693373429277199,0,0
7868,66,M,Москва,4,771,147179,0,1,1,1,141.0,291754.0,59.0,153976.0,68171.0,0,287444.0,515942.0,42.0,65.0,1,0.0,0.0,29.0,15.0,-1.258673042789456,0.35384615384615387,0.5172413793103449,0.44287536195929,0,0
7869,26,F,Регион,10,676,205164,46205,2,1,1,149.0,358058.0,51.0,97119.0,143280.0,0,417943.0,165954.0,53.0,37.0,2,0.0,0.0,29.0,17.0,0.32217336683417086,-0.43243243243243246,0.5862068965517241,-1.5184267929667257,0,0
7870,56,F,Регион,8,653,75736,10506,1,1,0,129.0,387314.0,47.0,144031.0,111331.0,2,195567.0,475794.0,35.0,21.0,1,0.0,0.0,29.0,13.0,-0.2937187306320791,-0.6666666666666666,0.4482758620689655,0.5889670739858006,0,0
7871,32,M,Регион,0,657,83293,20489,3,0,1,130.0,364285.0,19.0,48412.0,155319.0,12,122219.0,298696.0,6.0,31.0,14,1.0,1.0,27.0,13.0,0.6883060024852079,0.8064516129032258,0.48148148148148145,0.5908247850657524,0,1
7872,54,M,Регион,6,567,30000,712302,2,1,1,105.0,292402.0,39.0,62363.0,50374.0,0,49772.0,66758.0,49.0,53.0,1,0.0,0.0,29.0,17.0,-0.2379997617818716,0.07547169811320754,0.5862068965517241,0.2544414152610923,0,0
7873,46,M,Москва,8,554,46459,0,1,0,1,110.0,464557.0,47.0,185356.0,238887.0,0,156353.0,132364.0,49.0,34.0,0,0.0,0.0,29.0,11.0,0.22408502764905583,-0.4411764705882353,0.3793103448275862,-0.18123507902450817,0,0
7874,45,M,Регион,4,486,42964,248200,1,1,0,100.0,252695.0,31.0,89085.0,91624.0,1,19672.0,208880.0,11.0,11.0,2,0.0,0.0,29.0,7.0,0.02771108006635816,0.0,0.2413793103448276,0.9058215243201838,0,0
7875,36,F,Москва,7,577,40864,0,1,0,0,103.0,272493.0,30.0,82253.0,111853.0,2,53444.0,151766.0,26.0,23.0,4,0.0,1.0,29.0,9.0,0.2646330451574835,-0.13043478260869565,0.3103448275862069,0.6478526152102579,0,0
7876,35,M,Москва,6,850,84781,286962,3,1,1,122.0,321385.0,42.0,126425.0,85085.0,0,182368.0,487247.0,38.0,35.0,1,0.0,0.0,29.0,17.0,-0.48586707410236823,-0.08571428571428572,0.5862068965517241,0.6257175518782055,0,0
7877,29,F,Москва,3,501,45680,159979,1,0,0,79.0,208760.0,16.0,48832.0,103802.0,0,22971.0,170571.0,8.0,17.0,3,1.0,0.0,29.0,10.0,0.5295659043178359,0.5294117647058824,0.3448275862068966,0.8653288073588125,1,0
7878,38,F,Регион,0,532,30000,1076523,3,0,0,99.0,239042.0,37.0,120882.0,42079.0,0,57597.0,77813.0,19.0,21.0,4,0.0,0.0,29.0,15.0,-1.8727393711827753,0.09523809523809523,0.5172413793103449,0.2598023466515878,0,0
7879,36,F,Москва,0,569,99266,479223,2,1,0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
7880,40,F,Санкт-Петербург,7,574,123266,238667,2,1,0,146.0,495771.0,44.0,142344.0,158802.0,0,1182942.0,194697.0,14.0,21.0,2,0.0,0.0,29.0,8.0,0.10363849321796954,0.3333333333333333,0.27586206896551724,-5.0758101049322795,0,0
7881,21,M,Санкт-Петербург,8,677,71180,0,2,1,0,58.0,161156.0,16.0,49702.0,90303.0,0,58000.0,94247.0,18.0,19.0,0,0.0,0.0,29.0,13.0,0.449608540137094,0.05263157894736842,0.4482758620689655,0.3845957961526627,0,0
7882,38,M,Москва,4,589,54126,24079,2,0,0,99.0,223078.0,28.0,46167.0,54912.0,3,198893.0,95044.0,6.0,22.0,1,0.0,1.0,29.0,13.0,0.15925480769230768,0.7272727272727273,0.4482758620689655,-1.092641302975464,1,0
7883,53,M,Санкт-Петербург,5,630,34904,0,1,1,1,107.0,338532.0,41.0,141091.0,82782.0,0,156201.0,139838.0,57.0,36.0,0,0.0,0.0,29.0,19.0,-0.7043680993452683,-0.5833333333333334,0.6551724137931034,-0.11701397331197529,0,0
7884,49,F,Москва,5,565,36229,0,1,1,1,107.0,406694.0,38.0,76402.0,137658.0,0,149492.0,59309.0,41.0,41.0,0,0.0,0.0,29.0,12.0,0.4449868514724898,0.0,0.41379310344827586,-1.5205618034362407,0,0
7885,38,M,Москва,9,602,113843,60432,2,1,1,163.0,409801.0,57.0,149585.0,163005.0,0,418374.0,478436.0,42.0,47.0,0,0.0,0.0,29.0,16.0,0.08232876292138278,0.10638297872340426,0.5517241379310345,0.12553821200745763,0,0
7886,69,M,Санкт-Петербург,5,644,38215,230076,2,1,1,89.0,247736.0,36.0,124390.0,73137.0,0,246419.0,78664.0,50.0,56.0,0,0.0,0.0,29.0,11.0,-0.7007807265816208,0.10714285714285714,0.3793103448275862,-2.1325511034272346,0,0
7887,31,M,Регион,6,637,200304,108339,1,1,1,148.0,468190.0,58.0,178300.0,112233.0,1,1295726.0,365583.0,43.0,37.0,0,0.0,0.0,29.0,13.0,-0.5886593069774487,-0.16216216216216217,0.4482758620689655,-2.544273119920784,0,0
7888,37,M,Регион,6,848,105849,98430,1,0,1,141.0,358878.0,50.0,157997.0,91004.0,0,337127.0,255786.0,32.0,24.0,1,0.0,0.0,29.0,23.0,-0.7361544547492418,-0.3333333333333333,0.7931034482758621,-0.3180041128130547,0,0
7889,21,F,Регион,1,647,73408,614725,1,0,1,112.0,263311.0,41.0,78256.0,91717.0,1,259785.0,284671.0,27.0,25.0,4,0.0,0.0,29.0,18.0,0.14676668447507005,-0.08,0.6206896551724138,0.08742021491476125,0,0
7890,33,F,Москва,7,629,305203,111924,1,1,0,98.0,274522.0,37.0,96807.0,77612.0,0,411647.0,630524.0,16.0,15.0,0,0.0,0.0,29.0,10.0,-0.24732000206153687,-0.06666666666666667,0.3448275862068966,0.3471350812974605,0,0
7891,59,F,Москва,9,400,128726,0,1,0,0,159.0,460701.0,55.0,137336.0,163529.0,0,633385.0,1041936.0,15.0,20.0,2,0.0,0.0,29.0,9.0,0.16017342489711306,0.25,0.3103448275862069,0.39210757666497753,0,0
7892,34,F,Санкт-Петербург,1,674,46247,337293,2,1,0,95.0,210456.0,32.0,61713.0,101390.0,0,90849.0,86367.0,16.0,11.0,1,0.0,0.0,29.0,9.0,0.3913305059670579,-0.45454545454545453,0.3103448275862069,-0.05189482093855292,0,0
7893,20,M,Регион,0,452,32397,126933,2,1,1,92.0,278078.0,33.0,90383.0,83118.0,0,97001.0,86304.0,28.0,26.0,3,0.0,0.0,29.0,13.0,-0.08740585673380014,-0.07692307692307693,0.4482758620689655,-0.12394558769002595,0,0
7894,48,M,Москва,5,705,46426,0,1,0,0,16.0,27048.0,0.0,0.0,2153.0,60,0.0,0.0,0.0,0.0,65,0.0,0.0,12.0,7.0,1.0,0.0,0.5833333333333334,0.0,0,1
7895,43,M,Москва,8,664,56296,31346,1,1,1,157.0,477351.0,53.0,150709.0,188168.0,1,79198.0,111623.0,29.0,22.0,0,0.0,0.0,29.0,14.0,0.19907210577781556,-0.3181818181818182,0.4827586206896552,0.2904867276457361,0,0
7896,48,F,Регион,0,730,37987,0,1,1,1,111.0,347908.0,35.0,127209.0,109487.0,0,145421.0,58937.0,24.0,26.0,0,0.0,0.0,29.0,13.0,-0.1618639655849553,0.07692307692307693,0.4482758620689655,-1.467397390433853,0,0
7897,34,F,Регион,8,587,30495,750389,1,1,1,122.0,420072.0,47.0,148245.0,94282.0,2,172555.0,13843.0,32.0,35.0,1,0.0,0.0,29.0,12.0,-0.5723573958974142,0.08571428571428572,0.41379310344827586,-11.465144838546557,0,0
7898,26,M,Москва,2,653,68958,44052,3,1,0,85.0,200058.0,31.0,79053.0,64877.0,0,168694.0,272213.0,6.0,12.0,3,0.0,0.0,29.0,11.0,-0.21850578787551828,0.5,0.3793103448275862,0.3802867607351596,0,0
7899,36,F,Регион,2,718,102020,141083,1,0,1,158.0,390799.0,61.0,114526.0,182615.0,0,347633.0,381859.0,58.0,49.0,0,0.0,0.0,29.0,17.0,0.37285546094241984,-0.1836734693877551,0.5862068965517241,0.08962994194192098,0,0
7900,45,M,Санкт-Петербург,2,557,182521,167176,1,0,0,77.0,252329.0,17.0,38384.0,104305.0,2,0.0,358985.0,10.0,16.0,8,0.0,1.0,29.0,9.0,0.632002300944346,0.375,0.3103448275862069,1.0,1,0
7901,37,M,Санкт-Петербург,5,711,62694,0,2,1,1,139.0,447352.0,44.0,76023.0,166642.0,0,343809.0,118348.0,46.0,45.0,1,0.0,0.0,29.0,16.0,0.5437944815832744,-0.022222222222222223,0.5517241379310345,-1.905068104234968,0,0
7902,43,F,Санкт-Петербург,6,706,85948,93673,2,0,1,137.0,315827.0,42.0,84805.0,147369.0,0,483063.0,355333.0,28.0,29.0,1,0.0,0.0,29.0,19.0,0.4245397607366542,0.034482758620689655,0.6551724137931034,-0.3594656280165366,0,0
7903,32,F,Регион,5,637,30000,0,2,1,0,26.0,105068.0,0.0,0.0,20767.0,41,0.0,0.0,0.0,8.0,47,0.0,0.0,20.0,7.0,1.0,1.0,0.35,0.0,0,1
